,Unnamed: 0,Unnamed: 0_x,lat,lng,name,osm_accuracy,population,district,subject,density,ivl_per_100k,ivl_number,ekmo_per_100k,ekmo_number,life_quality_place_rating,ecology,cleanness,public_services,neighbourhood,children_places,sport_and_outdoor,shops_and_malls,public_transport,security,life_costs,infected_3003,died_3003,recovered_3003,sick_3003,infected_1503,died_1503,recovered_1503,sick_1503,inf_rate,avg_temp_min,avg_temp_max,avg_temp_std,avg_temp_median,humidity_min,humidity_max,humidity_std,humidity_median,pressure_min,pressure_max,pressure_std,pressure_median,wind_speed_ms_min,wind_speed_ms_max,wind_speed_ms_std,wind_speed_ms_median,region_x,region_mapped_x,urban_50-54_years,urban_55-59_years,urban_60-64_years,urban_65-69_years,urban_70-74_years,urban_75-79_years,urban_80-84_years,urban_85-89_years,urban_90-94_years,rural_50-54_years,rural_55-59_years,rural_60-64_years,rural_65-69_years,rural_70-74_years,rural_75-79_years,rural_80-84_years,rural_85-89_years,rural_90-94_years,region.1,region.2,work_ratio_15-72_years,work_ratio_55-64_years,work_ratio_15-24_years,work_ratio_15-64_years,work_ratio_25-54_years,region_mapped_2,equality ,num_patients_tubercul_1992,num_patients_tubercul_1993,num_patients_tubercul_1994,num_patients_tubercul_1995,num_patients_tubercul_1996,num_patients_tubercul_1997,num_patients_tubercul_1998,num_patients_tubercul_1999,num_patients_tubercul_2000,num_patients_tubercul_2001,num_patients_tubercul_2002,num_patients_tubercul_2003,num_patients_tubercul_2004,num_patients_tubercul_2005,num_patients_tubercul_2006,num_patients_tubercul_2007,num_patients_tubercul_2008,num_patients_tubercul_2009,num_patients_tubercul_2010,num_patients_tubercul_2011,num_patients_tubercul_2012,num_patients_tubercul_2013,num_patients_tubercul_2014,num_patients_tubercul_2015,num_patients_tubercul_2016,num_patients_tubercul_2017,region_mapped_v3,volume_serv_household_2017,volume_serv_chargeable_2017,volume_serv_transport_2017,volume_serv_post_2017,volume_serv_accommodation_2017,volume_serv_telecom_2017,volume_serv_others_2017,volume_serv_veterinary_2017,volume_serv_housing_2017,volume_serv_education_2017,volume_serv_medicine_2017,volume_serv_disabled_2017,volume_serv_culture_2017,volume_serv_sport_2017,volume_serv_hotels_2017,volume_serv_tourism_2017,volume_serv_sanatorium_2017,region_mapped_v4,num_phones_rural_2018,num_phones_urban_2019,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,region_y,region_mapped_y,bus_march_travel_18,bus_april_travel_18,epirank_avia,epirank_bus,epirank_train,epirank_avia_cat,epirank_bus_cat,epirank_train_cat,Unnamed: 0_y,id,whole_population,urban,rural,has_metro
580,580,549,63.9110736,38.095613799999995,Онега,0.597954305917189,21359.0,Северо-Западный,Архангельская область,2.71,38.4,419.0,0.18,2.0,,,,,,,,,,,,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.079441541679836,-9.43,1.43,3.453295458516332,-1.86,70.86,97.0,8.574058771056087,85.71,737.0,770.0,9.661903588443703,751.0,1.0,5.0,1.3972762620115438,3.0,Архангельская область,Архангельская область,49546.99,56664.0,58200.0,51233.0,33073.99,17400.0,18771.0,7323.99,3082.0,17046.0,22604.0,24034.99,19122.99,10602.0,5809.99,6819.0,3097.0,1055.0,Архангельская область (кроме Ненецкого автономного округа),Архангельская область (кроме Ненецкого автономного округа),58.0,36.79,21.6,63.6,82.7,Архангельская область (кроме Ненецкого автономного округа),TRUE,,,,,,,,,,,,,,,,,,,,,,465.0,420.0,373.0,335.0,251.0,Архангельская область (кроме Ненецкого автономного округа),5801262.9,65750513.9,11712147.09,489699.19,1210643.99,8940780.59,3410847.7,85181.4,6827872.69,3819145.7,4037319.59,439128.7,876441.9,446716.3,1276317.8,1790150.1,1183219.5,Архангельская область (кроме Ненецкого автономного округа),170261.99,31320.0,,,,,,,,,,,,Архангельская область,Архангельская область,66387.7,67546.5,,9.354501274941305e-15,1.4222476101057147e-05,,0.0,0.0,21,Архангельская область,164618.0,121418.0,43200.0,0.0
581,581,550,56.71167,28.656817999999998,Опочка,0.6014259341792549,11601.0,Северо-Западный,Псковская область,11.51,30.3,190.0,0.16,1.0,,,,,,,,,,,,9.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,2.302585092994046,-1.57,4.86,1.7898861363093412,2.57,54.14,94.0,12.324104410617814,83.86,739.0,762.0,6.847314384904081,752.0,1.0,7.0,1.7265434778633235,3.0,Псковская область,Псковская область,26425.0,31620.99,33292.0,28910.99,18698.0,9569.99,9996.0,3727.0,1499.0,12526.0,16033.99,16274.0,13864.0,9141.0,6206.0,7700.0,4047.0,1608.0,Псковская область,Псковская область,58.8,54.3,34.79,66.4,78.4,Псковская область,TRUE,315.0,355.0,423.0,460.0,487.0,762.0,659.0,637.0,709.0,698.0,683.0,612.0,574.0,641.0,623.0,642.0,669.0,604.0,567.0,483.0,448.0,449.0,446.0,354.0,290.0,245.0,Псковская область,2794418.0,25635170.3,3209935.8,154806.4,540883.6,3676074.29,855091.9,60059.5,2224909.2,1250104.1,1743761.4,295956.09,405515.4,250208.8,536097.5,588482.8,377431.6,Псковская область,107814.0,26578.99,,,,,,,,,,,,Псковская область,Псковская область,34224.8,36395.0,,2.0462155188376018e-12,,,0.0,,29,Псковская область,109751.0,68827.0,40924.0,0.0
582,582,551,51.767452,55.097118,Оренбург,0.671243876579828,20663.0,Приволжский,Оренбургская область,15.95,27.7,542.0,0.05,1.0,54.0,161.0,43.0,34.0,90.0,65.0,72.0,107.0,60.0,90.0,41.0,7.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.079441541679836,-6.71,5.71,3.9179911033225028,-1.0,70.43,91.86,7.827527128817951,85.29,745.0,771.0,8.39103830342368,759.0,1.0,5.0,1.1832159566199232,4.0,Оренбургская область,Оренбургская область,65561.0,81799.0,80373.99,64567.99,41731.0,22722.0,27330.0,8518.0,4254.0,54073.99,67288.0,61433.99,44975.0,27214.99,17180.99,21453.99,6733.0,3378.99,Оренбургская область,Оренбургская область,57.9,36.2,23.2,63.8,83.6,Оренбургская область,TRUE,772.0,884.0,940.0,1043.0,1155.0,1328.0,1632.0,1718.0,1851.0,1661.0,2135.0,1909.0,1038.0,2124.0,2371.0,2312.0,2405.0,2237.0,2030.0,1952.0,1778.0,1798.0,1614.0,1574.0,1494.0,1295.0,Оренбургская область,9287020.8,83376940.59,11807432.4,358862.3,1061589.39,12352723.39,2317287.79,204331.5,7240938.8,5053414.5,5283968.6,58508.2,939338.8,601793.19,1233797.3,1445976.6,915284.5,Оренбургская область,306123.99,106326.0,,,,,,,,,,,,Оренбургская область,Оренбургская область,135226.1,133554.9,0.005138366140402621,2.0467872163174882e-12,0.0028774455506855932,0.0,0.0,1.0,55,Оренбургская область,270081.0,156761.0,113320.0,0.0
583,583,552,55.808327799999994,38.979003799999994,Орехово-Зуево,0.7207796309924119,120620.0,Центральный,Московская область,169.08,0.0,0.01,1.0,,212.0,112.0,216.0,224.0,246.0,135.0,183.0,58.0,169.0,243.0,185.0,119.0,0.0,10.0,109.0,8.0,0.0,0.0,8.0,4.718498871295094,-3.57,7.14,2.5524340648041064,4.29,60.86,93.43,9.371006054995304,81.985,732.0,754.0,6.1104771527666,748.0,1.0,8.0,1.7798359733284477,4.0,Московская область,Московская область,372279.99,422591.99,397774.0,332128.0,235685.0,129974.0,145305.99,53028.0,18600.0,87617.0,104306.0,100703.0,80142.99,53832.0,32373.0,38010.0,15496.0,7393.99,Московская область,Московская область,70.59,64.3,25.0,77.09,90.7,Московская область,TRUE,1946.0,2461.0,2719.0,3093.0,3190.0,3110.0,3062.0,3460.0,3598.0,3631.0,3787.0,3774.0,3677.0,3553.0,3483.0,3921.0,3770.0,3640.0,3412.0,3317.0,3021.0,2623.0,2680.0,2638.0,2335.0,2051.0,Московская область,74917053.3,491239872.5,55218484.7,2072849.2,8699863.99,31583898.1,14793226.3,1112479.49,65370758.1,24020902.5,26299401.8,495398.1,6015671.1,5131389.59,7260135.5,7352593.7,6640124.9,Московская область,1317385.0,140469.0,,,,,,,,,,,,Московская область,Московская область,610048.4,639616.2,,2.299054034453857e-14,0.001960598073576197,,0.0,1.0,10,Московская область,1056115.0,849949.0,206166.0,0.0
584,584,553,51.2305015,58.4738015,Орск,0.612101225876828,238006.0,Приволжский,Оренбургская область,15.95,27.7,542.0,0.05,1.0,209.0,220.0,205.0,235.0,37.0,121.0,149.0,66.0,142.0,191.0,211.0,7.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.079441541679836,-6.71,5.71,3.9179911033225028,-1.0,70.43,91.86,7.827527128817951,85.29,745.0,771.0,8.39103830342368,759.0,1.0,5.0,1.1832159566199232,4.0,Оренбургская область,Оренбургская область,65561.0,81799.0,80373.99,64567.99,41731.0,22722.0,27330.0,8518.0,4254.0,54073.99,67288.0,61433.99,44975.0,27214.99,17180.99,21453.99,6733.0,3378.99,Оренбургская область,Оренбургская область,57.9,36.2,23.2,63.8,83.6,Оренбургская область,TRUE,772.0,884.0,940.0,1043.0,1155.0,1328.0,1632.0,1718.0,1851.0,1661.0,2135.0,1909.0,1038.0,2124.0,2371.0,2312.0,2405.0,2237.0,2030.0,1952.0,1778.0,1798.0,1614.0,1574.0,1494.0,1295.0,Оренбургская область,9287020.8,83376940.59,11807432.4,358862.3,1061589.39,12352723.39,2317287.79,204331.5,7240938.8,5053414.5,5283968.6,58508.2,939338.8,601793.19,1233797.3,1445976.6,915284.5,Оренбургская область,306123.99,106326.0,,,,,,,,,,,,Оренбургская область,Оренбургская область,135226.1,133554.9,0.0012266853624849346,,0.0014207387519474452,0.0,,0.0,55,Оренбургская область,270081.0,156761.0,113320.0,0.0
585,585,554,52.96854329999999,36.0692477,Орёл,0.679852982732133,317854.0,Центральный,Орловская область,30.25,21.8,160.0,0.0,,,,,,,,,,,,,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.3862943611198906,-3.57,10.71,3.5297668882964897,6.86,51.71,89.43,10.361459816252221,74.43,734.0,747.0,4.353433237386438,743.0,2.0,8.0,1.7265434778633235,5.0,Орловская область,Орловская область,29207.0,35069.99,38658.0,32859.0,22149.0,11656.0,12857.0,4572.99,1975.0,17514.0,21398.99,21080.99,15317.99,10093.99,6368.0,8276.0,3613.0,1430.0,Орловская область,Орловская область,58.8,42.3,28.8,65.09,81.9,Орловская область,TRUE,452.0,437.0,473.0,478.0,593.0,607.0,647.0,644.0,729.0,687.0,594.0,520.0,522.0,500.0,496.0,481.0,472.0,458.0,391.0,347.0,321.0,293.0,279.0,231.0,203.0,196.0,Орловская область,4709861.2,34287573.3,3196713.2,165351.1,84355.3,5127936.59,1243719.9,44710.6,2599274.5,2493296.0,1891309.29,39487.8,351829.6,284961.4,340033.0,706840.9,83466.0,Орловская область,100366.0,16747.0,,,,,,,,,,,,Орловская область,Орловская область,36689.2,37310.6,,1.1228338156062887e-12,0.0055401578164160385,,0.0,1.0,11,Орловская область,124919.0,80657.0,44262.0,0.0
586,586,555,57.28292070000001,55.4602059,Оса,0.591045009200755,22420.0,Приволжский,Пермский край,16.33,20.0,520.0,0.04,1.0,,,,,,,,,,,,13.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,2.5649493574615367,-8.0,4.29,3.2023000662470267,0.14,62.14,100.0,10.673866528426645,84.71,733.0,766.0,9.37981622319715,753.0,2.0,8.0,2.1313979316066587,6.0,Пермский край,Пермский край,109633.0,126671.0,127055.99,113582.99,75359.99,38446.0,43804.99,16859.99,7061.0,41458.99,51333.0,49788.0,39331.99,22166.0,10518.99,12839.0,5628.0,2255.0,Пермский край,Пермский край,57.3,33.4,24.6,63.8,82.9,Пермский край,TRUE,1149.0,1518.0,1777.0,2624.0,3224.0,3942.0,3329.0,3221.0,3848.0,3399.0,3175.0,2733.0,851.0,3048.0,3200.0,2827.0,2953.0,2757.0,2754.0,2340.0,2149.0,2114.0,2029.0,2229.0,2034.0,1953.0,Пермский край,15714717.59,151610365.5,22436682.79,566312.6,3114004.7,18562271.09,16870225.0,174571.1,12586672.0,9521411.0,10608328.2,405688.1,2852667.1,1149574.5,1046162.89,5738725.9,3103465.8,Пермский край,470135.99,73201.99,,,,,,,,,,,,Пермский край,Пермский край,279091.4,295492.3,,1.706999344622072e-13,,,0.0,,52,Пермский край,356153.0,273248.0,82905.0,0.0
587,587,556,57.15554470000001,33.102665,Осташков,0.6079662451644791,18073.0,Центральный,Тверская область,15.27,9.4,118.0,0.0,0.0,,,,,,,,,,,,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.6094379124341005,-3.57,5.57,2.6275088690892856,3.71,66.29,93.83,7.5261948901028015,84.0,731.0,751.0,6.2411842588070705,746.0,1.0,7.0,1.6987390281365429,3.0,Тверская область,Тверская область,57950.0,70267.99,71857.0,61637.0,42023.99,21678.99,25940.0,10040.99,4192.0,20081.99,25646.0,25936.0,21171.99,14375.0,8902.0,11392.99,5610.0,2371.0,Тверская область,Тверская область,64.8,52.3,51.3,72.0,83.7,Тверская область,TRUE,567.0,634.0,680.0,1094.0,969.0,1131.0,1020.0,1447.0,1266.0,1185.0,1115.0,1043.0,1118.0,1119.0,1138.0,1104.0,1093.0,1019.0,927.0,845.0,820.0,758.0,801.0,776.0,701.0,584.0,Тверская область,4628284.19,52048216.89,4400911.9,486507.5,678282.3,8411481.0,1483756.6,309952.7,5035941.0,3480530.8,2528586.7,181458.6,701092.0,488017.9,2137414.59,1474760.6,498066.0,Тверская область,203444.0,35371.0,,,,,,,,,,,,Тверская область,Тверская область,36768.1,37628.8,,1.4492379044006612e-12,,,0.0,,15,Тверская область,220365.0,157722.0,62643.0,0.0
588,588,557,57.34463100000001,28.357816999999997,Остров,0.609772452062257,2177.0,Северо-Западный,Псковская область,11.51,30.3,190.0,0.16,1.0,,,,,,,,,,,,9.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,2.302585092994046,-1.57,4.86,1.7898861363093412,2.57,54.14,94.0,12.324104410617814,83.86,739.0,762.0,6.847314384904081,752.0,1.0,7.0,1.7265434778633235,3.0,Псковская область,Псковская область,26425.0,31620.99,33292.0,28910.99,18698.0,9569.99,9996.0,3727.0,1499.0,12526.0,16033.99,16274.0,13864.0,9141.0,6206.0,7700.0,4047.0,1608.0,Псковская область,Псковская область,58.8,54.3,34.79,66.4,78.4,Псковская область,TRUE,315.0,355.0,423.0,460.0,487.0,762.0,659.0,637.0,709.0,698.0,683.0,612.0,574.0,641.0,623.0,642.0,669.0,604.0,567.0,483.0,448.0,449.0,446.0,354.0,290.0,245.0,Псковская область,2794418.0,25635170.3,3209935.8,154806.4,540883.6,3676074.29,855091.9,60059.5,2224909.2,1250104.1,1743761.4,295956.09,405515.4,250208.8,536097.5,588482.8,377431.6,Псковская область,107814.0,26578.99,,,,,,,,,,,,Псковская область,Псковская область,34224.8,36395.0,,2.0652379547035988e-12,,,0.0,,29,Псковская область,109751.0,68827.0,40924.0,0.0
589,589,558,50.864902,39.077244,Острогожск,0.5978868866951079,33842.0,Центральный,Воронежская область,44.54,15.0,348.0,0.0,,,,,,,,,,,,,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.9459101490553128,-2.29,12.0,3.8451695114037,7.57,45.0,89.83,13.028142870979984,75.14,742.0,754.0,4.482771251718984,751.0,2.0,8.0,1.7915143899851345,5.0,Воронежская область,Воронежская область,92292.0,111596.99,114530.99,95337.0,67279.99,37216.0,42358.0,16064.0,7991.99,51406.99,63513.99,62466.99,48267.0,32187.99,22884.0,27203.99,12012.99,5424.0,Воронежская область,Воронежская область,63.5,45.7,27.1,70.3,88.4,Воронежская область,TRUE,934.0,1155.0,1205.0,1556.0,1738.0,1652.0,1767.0,1716.0,1823.0,1810.0,1698.0,1731.0,1588.0,1643.0,1509.0,1597.0,1576.0,1438.0,1278.0,1180.0,1053.0,855.0,768.0,733.0,665.0,639.0,Воронежская область,22986639.39,124815946.19,24097922.5,680070.7,1599413.5,16385618.99,2193976.1,419217.3,6505523.5,9800992.6,6217976.5,186490.09,2018942.69,699225.2,939753.7,1186618.69,1575594.3,Воронежская область,431236.99,105172.99,,,,,,,,,,,,Воронежская область,Воронежская область,202003.8,207041.6,,1.454573338944446e-13,,,0.0,,4,Воронежская область,394499.0,249437.0,145062.0,0.0
590,590,559,53.376175,51.348053,Отрадный,0.586130626181158,47709.0,Приволжский,Самарская область,59.58,42.6,1353.0,0.03,1.0,,,,,,,,,,,,14.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,2.7080502011022096,-0.86,6.71,2.5861167800391383,2.0,60.29,92.43,9.213530784873381,82.0,748.0,771.0,8.105259903003592,762.0,2.0,6.0,1.3522468075656264,3.0,Самарская область,Самарская область,151269.0,173448.99,172751.0,158544.0,112221.99,60288.99,63722.99,21285.0,10240.99,42977.0,52046.99,48418.99,40150.0,26846.99,16729.0,18361.0,6534.99,3330.99,Самарская область,Самарская область,67.5,59.5,27.5,74.4,88.9,Самарская область,TRUE,1196.0,1242.0,1437.0,1793.0,2253.0,2585.0,2763.0,2813.0,2890.0,2925.0,2440.0,2432.0,2230.0,2421.0,2535.0,2518.0,2647.0,2754.0,2490.0,2525.0,2689.0,3072.0,2806.0,2480.0,2471.0,2118.0,Самарская область,13346140.3,166823891.79,16484618.69,819578.9,2024449.4,24045614.1,7448017.0,298908.5,18081821.79,16128801.49,11561502.8,186396.1,2124707.5,1453653.0,1403053.3,2258127.4,1639336.5,Самарская область,646095.0,48390.0,,,,,,,,,,,,Самарская область,Самарская область,244843.0,301322.7,,,0.00017950797101135425,,,0.0,57,Самарская область,498830.0,395276.0,103554.0,0.0
591,591,560,53.58910820000001,142.9497542,Оха,0.598824109959262,7597.0,Дальневосточный,Сахалинская область,5.63,,,,,,,,,,,,,,,,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.6094379124341005,-11.0,0.86,3.987566031696887,-4.5,64.71,95.0,9.462938132273617,79.0,736.0,764.0,7.899969861304785,754.0,2.0,9.0,2.065591117977289,4.0,Сахалинская область,Сахалинская область,24048.99,25853.99,25568.0,23527.0,14094.99,6438.0,5660.0,2001.0,624.0,5105.0,6482.0,7347.0,6893.0,3645.0,1612.0,1499.0,517.0,204.0,Сахалинская область,Сахалинская область,69.09,65.0,28.2,74.9,88.5,Сахалинская область,,270.0,278.0,283.0,296.0,327.0,453.0,456.0,465.0,510.0,451.0,413.0,435.0,523.0,555.0,584.0,503.0,589.0,553.0,498.0,482.0,393.0,390.0,372.0,320.0,306.0,270.0,Сахалинская область,5963175.7,51222504.59,14609886.3,362868.8,413808.3,6206627.9,773540.3,61441.8,3518703.1,2593200.1,3619748.2,102201.0,549453.4,250715.9,1609796.3,613350.1,406195.7,Сахалинская область,189164.0,12139.99,,,,,,,,,,,,Сахалинская область,Сахалинская область,21152.3,21816.6,0.00026331114402655247,,,0.0,,,85,Сахалинская область,57496.0,45335.0,12161.0,0.0
592,592,561,57.88361750000001,54.715823,Очёр,0.5887412044681489,14237.0,Приволжский,Пермский край,16.33,20.0,520.0,0.04,1.0,,,,,,,,,,,,13.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,2.5649493574615367,-8.0,4.29,3.2023000662470267,0.14,62.14,100.0,10.673866528426645,84.71,733.0,766.0,9.37981622319715,753.0,2.0,8.0,2.1313979316066587,6.0,Пермский край,Пермский край,109633.0,126671.0,127055.99,113582.99,75359.99,38446.0,43804.99,16859.99,7061.0,41458.99,51333.0,49788.0,39331.99,22166.0,10518.99,12839.0,5628.0,2255.0,Пермский край,Пермский край,57.3,33.4,24.6,63.8,82.9,Пермский край,TRUE,1149.0,1518.0,1777.0,2624.0,3224.0,3942.0,3329.0,3221.0,3848.0,3399.0,3175.0,2733.0,851.0,3048.0,3200.0,2827.0,2953.0,2757.0,2754.0,2340.0,2149.0,2114.0,2029.0,2229.0,2034.0,1953.0,Пермский край,15714717.59,151610365.5,22436682.79,566312.6,3114004.7,18562271.09,16870225.0,174571.1,12586672.0,9521411.0,10608328.2,405688.1,2852667.1,1149574.5,1046162.89,5738725.9,3103465.8,Пермский край,470135.99,73201.99,,,,,,,,,,,,Пермский край,Пермский край,279091.4,295492.3,,5.2617176229220775e-14,,,0.0,,52,Пермский край,356153.0,273248.0,82905.0,0.0
593,593,562,55.965137,43.071114,Павлово,0.5968209087811271,60699.0,Приволжский,Нижегородская область,43.25,0.0,0.03,1.0,,,,,,,,,,,,,11.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,2.3978952727983707,-1.43,7.14,2.257623487104041,3.14,71.57,96.0,8.932110506215096,80.17,735.0,762.0,7.953435915196813,754.0,1.0,9.0,2.063284482843521,5.0,Нижегородская область,Нижегородская область,150100.0,176182.0,186143.0,156422.0,107284.0,57166.0,64737.99,25763.0,9996.0,43521.0,54761.0,56335.99,42471.0,27281.99,16839.99,23088.99,12056.99,4416.0,Нижегородская область,Нижегородская область,68.3,61.9,31.9,76.3,90.6,Нижегородская область,TRUE,1373.0,1878.0,1946.0,2199.0,3235.0,3842.0,3795.0,3987.0,3754.0,3548.0,3309.0,2966.0,1997.0,2918.0,2844.0,2512.0,2503.0,2613.0,2345.0,1930.0,1723.0,1555.0,1566.0,1370.0,1262.0,1183.0,Нижегородская область,18455022.7,173518366.3,15003633.49,760666.9,2263580.9,23407922.79,4189667.79,271852.09,18861714.1,9035558.39,13488040.6,409634.8,4925404.2,1687073.2,2988745.7,7865716.79,1362055.5,Нижегородская область,754514.99,78629.99,,,,,,,,,,,,Нижегородская область,Нижегородская область,347043.1,350282.5,,2.0560396975394641e-13,,,0.0,,54,Нижегородская область,518489.0,395931.0,122558.0,0.0
594,594,563,59.684853000000004,30.433264,Павловск,0.6170234618768751,25126.0,Центральный,Воронежская область,44.54,15.0,348.0,0.0,,,,,,,,,,,,,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.9459101490553128,-2.29,12.0,3.8451695114037,7.57,45.0,89.83,13.028142870979984,75.14,742.0,754.0,4.482771251718984,751.0,2.0,8.0,1.7915143899851345,5.0,Воронежская область,Воронежская область,92292.0,111596.99,114530.99,95337.0,67279.99,37216.0,42358.0,16064.0,7991.99,51406.99,63513.99,62466.99,48267.0,32187.99,22884.0,27203.99,12012.99,5424.0,Воронежская область,Воронежская область,63.5,45.7,27.1,70.3,88.4,Воронежская область,TRUE,934.0,1155.0,1205.0,1556.0,1738.0,1652.0,1767.0,1716.0,1823.0,1810.0,1698.0,1731.0,1588.0,1643.0,1509.0,1597.0,1576.0,1438.0,1278.0,1180.0,1053.0,855.0,768.0,733.0,665.0,639.0,Воронежская область,22986639.39,124815946.19,24097922.5,680070.7,1599413.5,16385618.99,2193976.1,419217.3,6505523.5,9800992.6,6217976.5,186490.09,2018942.69,699225.2,939753.7,1186618.69,1575594.3,Воронежская область,431236.99,105172.99,,,,,,,,,,,,Воронежская область,Воронежская область,202003.8,207041.6,,4.998238667585787e-13,,,0.0,,4,Воронежская область,394499.0,249437.0,145062.0,0.0
595,595,564,55.78133570000001,38.6507838,Павловский Посад,0.7027759751043371,63771.0,Центральный,Московская область,169.08,0.0,0.01,1.0,,203.0,136.0,218.0,225.0,237.0,39.0,51.0,140.0,188.0,241.0,232.0,119.0,0.0,10.0,109.0,8.0,0.0,0.0,8.0,4.718498871295094,-3.57,7.14,2.5524340648041064,4.29,60.86,93.43,9.371006054995304,81.985,732.0,754.0,6.1104771527666,748.0,1.0,8.0,1.7798359733284477,4.0,Московская область,Московская область,372279.99,422591.99,397774.0,332128.0,235685.0,129974.0,145305.99,53028.0,18600.0,87617.0,104306.0,100703.0,80142.99,53832.0,32373.0,38010.0,15496.0,7393.99,Московская область,Московская область,70.59,64.3,25.0,77.09,90.7,Московская область,TRUE,1946.0,2461.0,2719.0,3093.0,3190.0,3110.0,3062.0,3460.0,3598.0,3631.0,3787.0,3774.0,3677.0,3553.0,3483.0,3921.0,3770.0,3640.0,3412.0,3317.0,3021.0,2623.0,2680.0,2638.0,2335.0,2051.0,Московская область,74917053.3,491239872.5,55218484.7,2072849.2,8699863.99,31583898.1,14793226.3,1112479.49,65370758.1,24020902.5,26299401.8,495398.1,6015671.1,5131389.59,7260135.5,7352593.7,6640124.9,Московская область,1317385.0,140469.0,,,,,,,,,,,,Московская область,Московская область,610048.4,639616.2,,,0.0002538835998804771,,,0.0,10,Московская область,1056115.0,849949.0,206166.0,0.0
596,596,565,50.045901,46.88963820000001,Палласовка,0.587502982539317,15984.0,Южный,Волгоградская область,22.14,,,,,,,,,,,,,,,,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.6094379124341005,3.14,11.14,2.6868432530884023,8.0,54.57,84.57,9.100499567658488,69.71,752.0,767.0,4.495500395898524,763.0,2.0,10.0,2.1668498091095505,6.0,Волгоградская область,Волгоградская область,115545.0,133745.99,130114.99,118803.99,82754.99,48710.0,56509.0,19519.0,9297.0,38344.0,46079.99,42925.0,33763.0,21310.99,14766.0,17333.0,5806.0,2798.0,Волгоградская область,Волгоградская область,61.4,47.3,29.1,68.09,83.4,Волгоградская область,TRUE,1275.0,1336.0,1424.0,1661.0,1717.0,1905.0,2707.0,2669.0,2967.0,3279.0,3615.0,2801.0,2969.0,3041.0,2807.0,3099.0,2843.0,2697.0,2457.0,254.0,2240.0,2045.0,1938.0,1754.0,1623.0,1612.0,Волгоградская область,17338885.7,133057126.9,18942042.1,711363.0,819814.8,19178690.09,7242842.5,304756.09,10041440.9,11245455.2,9034328.3,104726.2,1790077.6,933107.3,1814543.8,2283534.6,596131.69,Волгоградская область,374163.99,46592.0,,,,,,,,,,,,Волгоградская область,Волгоградская область,316181.2,322645.1,,3.7348353715982596e-14,0.00018645757683316818,,0.0,0.0,36,Волгоградская область,406320.0,314949.0,91371.0,0.0
597,597,566,43.1413275,133.1436968,Партизанск,0.600160425454279,38648.0,Дальневосточный,Приморский край,11.53,,,,,,,,,,,,,,,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0986122886681096,-4.14,0.86,1.7163882344704453,-2.33,46.43,91.71,13.480229261862762,75.5,752.0,767.0,4.5898438608156065,761.0,1.0,7.0,1.6124515496597098,4.0,Приморский край,Приморский край,90030.99,96573.0,90333.99,83508.99,60837.99,34458.0,29640.99,9501.0,3348.0,26130.0,30655.99,30762.0,27614.99,17886.0,9905.0,9117.0,2928.0,1063.0,Приморский край,Приморский край,64.2,51.9,21.4,70.4,87.1,Приморский край,FALSE,1358.0,1687.0,1780.0,1929.0,2125.0,2138.0,2464.0,2814.0,3007.0,3005.0,3056.0,3056.0,3170.0,3354.0,3325.0,3586.0,3819.0,4142.0,3974.0,3362.0,3180.0,2884.0,2592.0,2653.0,2468.0,2171.0,Приморский край,12900681.6,146400997.69,30567850.0,824289.0,930511.8,18477449.1,5076613.0,446874.8,8873746.69,8903027.99,13191924.89,115347.4,1838190.69,1140684.0,4217553.2,2399689.6,745544.4,Приморский край,335188.0,49553.99,,,,,,,,,,,,Приморский край,Приморский край,75255.8,75971.5,,3.0082746180661837e-97,3.1805488883097794e-05,,0.0,0.0,81,Приморский край,267301.0,205207.0,62094.0,0.0
598,598,567,69.7028171,170.2746851,Певек,0.604571337985229,,Дальневосточный,Чукотский АО,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,Чукотский АО,,,,
